0.939245531	489143.0597	0.012176318
0.858485178	99209.2008	0.004664254
0.981988986	56019.99615	0.016470287
0.994949495	22423.44586	0.03242776
0.753968254	73660.9525	0.187729568
0.91315407	63732.635	0.034970821
0.814814815	62014.09182	0.074357424
1	23043.5275	0.116844546
0.848484848	36625.7775	0.080177794
0.882820144	7782.067333	0.008851891
0.844768439	14557.159	0.013296601
0.833333333	13751.42	0.240409441
0.957446809	15254.778	0.06399613
0.795454545	51664.252	0.098376619
0.937739464	7017.836333	0.024979734
0.641283525	28759.60833	0.146438757
0.921786723	317.2965385	0.005223797
0.753846154	13296.22667	0.058429619
