0.970736223	13635553.07	9.563625117
0.924264076	46288359.59	6.363680435
0.949123717	661743.1387	0.105539745
0.925320384	3717694.856	1.040091947
0.909417831	853573.735	2.900935535
0.973684211	3000723.737	241.1918996
0.941650548	1200872.85	77.21817833
0.940294652	841735.3089	6.566770748
0.9402732	742248.9689	5.096418907
0.949952943	82354.94639	0.086231454
0.946145377	249042.2831	0.170112323
0.960630062	229497.0942	0.172374722
0.935905128	469583.6769	0.555817133
0.919307197	1339573.411	9.263025907
0.912313824	107421.2984	0.095298944
0.832288856	472482.8318	1.218101607
0.942226596	50486.02735	0.0609481
0.945205479	488892.5925	7927.987986
0.94548552	213886.0435	1118.788535
0.842018197	163621.5711	1.903788081
0.967507132	149006.7389	6.266964053
0.953176726	108186.5703	1.431131706
0.979112834	240627.8413	4.467759014
0.962686567	200980.9163	1.608289666
0.983254219	143846.335	0.44248756
0.928194993	33261.26154	0.248251378
0.96917564	107656.3777	1.388077425
0.843849059	78687.41031	3.322822789
0.959191044	171738.1258	12.92945825
0.954081633	43297.92542	63.57214058
0.952380952	26238.636	937.0941429
0.995901639	39886.19348	108.1818927
0.873493976	9331.260476	188.4196827
