0.954462321	18198.08895	0.002980076
0.925301749	9562118.778	51.65832313
0.950546048	3231195.703	1.074908497
0.966885308	211097.4695	0.038496672
0.922874138	1906159.489	31.05832784
0.95759118	1542893.315	1.94901473
0.921259116	1346289.596	16.00351781
0.869961831	832742.1335	0.483296226
0.951665599	35338.1527	0.034686224
0.944007606	32443388.63	23.01714992
0.922840597	1081673.117	2.10048715
0.87263213	1007686.754	2.881145479
0.962564103	132874.3921	0.141850113
0.963714282	188658.3997	0.31508998
0.909870039	92917.585	0.089714035
0.851556305	515167.3983	1.842372883
0.905820416	108613.6566	0.573156262
0.98363738	486064.5348	17.01111021
0.933242871	223314.6073	6.357877669
0.949399176	285789.0313	0.270339268
0.962257855	80196.60912	0.524451693
0.931055677	113564.3539	3.135289431
0.941221019	102737.1066	0.552722151
0.957221075	11271.38324	0.034950816
0.961261261	456223.755	10.82012374
0.949387755	85309.29514	3.366835411
0.923739052	9565.553158	0.109338609
0.9193183	72496.57355	5.154437881
0.964614262	39957.02793	3.454977078
0.973165389	577420.92	2029.599016
0.982954545	95264.612	47.91982495
0.924836601	63354.11684	5.746021676
0.937091503	30998.57235	8.574134371
