0.947788005	11449458.14	2.677610195
0.910869294	1733962.083	0.199753671
0.975488992	11927113.1	7.138390843
0.926608553	5170415.261	1.152900397
0.976691633	7764645.258	11.20460106
0.917290061	3169112.982	1.162096237
0.968490879	10379294.01	43.21154892
0.942467206	8971333.137	796.775134
0.886862076	662710.9032	0.171732432
0.925869522	1616222.432	0.434112511
0.909309613	2990098.009	1.477278227
0.949092784	1762979.644	0.756462257
0.969777458	1158661.639	8.473754038
0.949541284	708784.54	2228.314044
0.962319487	985674.8545	2.605194062
0.932086401	688524.2666	3.204821181
0.965438663	227606.6478	0.397501899
0.966545455	463066.1347	97.07451626
0.95496535	38356.58405	0.62923569
0.937527889	188683.9972	2.047512794
0.955	50745.50838	2.747180582
0.951320457	27973.89703	0.692819173
