0.001653514	0.662474438	403821678.5	0.870693364
3.817037047	0.662413765	44668780.21	0.90000099
374.7612658	0.662340299	618257.6467	0.975882968
22.74561681	0.662403311	3922923.593	0.948893687
2.620565666	0.662413695	34937671.61	0.913875169
0.410711597	0.662415509	64154952.75	0.958244285
0.766691792	0.662414759	46123692.12	0.925320384
2.064360408	0.662413615	26484360.07	0.950781877
2.295510685	0.662413414	24602045.21	0.897782943
28.73898466	0.662383686	1441598.721	0.952581842
4.775393631	0.662410514	9160042.79	0.936700104
0.068083713	0.662425337	56715629.93	0.97302434
0.354706234	0.662416096	48644975.28	0.933389451
3.714223521	0.662410353	8082546.837	0.974546298
114.3200221	0.662337526	592547.57	0.960205942
27.21556206	0.662397413	2594513.299	0.917290717
2.958448797	0.662412431	14725750.76	0.95043717
0.904262278	0.662414668	18840473.7	0.946918695
1.578443797	0.662413099	12411032.67	0.959651612
11.00377596	0.662404668	4254460.951	0.948842461
0.120911038	0.66242183	42731874.06	0.937963514
0.104313952	0.662422026	48559979.99	0.926898263
0.210434658	0.662417494	55404591.76	0.955597849
1.66079272	0.662413688	22824607.55	0.948375764
166.4319881	0.662267028	310271.0544	0.954129526
0.437448102	0.662416241	30394787.86	0.925385367
7.236852918	0.662408828	6972286.32	0.960488578
16.82310243	0.662395056	2223445.982	0.976355695
3262.744125	0.661174956	37230.8	0.894366197
0.047631043	0.662435243	42587151.05	0.959674366
72.47163253	0.662362521	873376.4541	0.916884151
0.35055548	0.662418234	20785347.85	0.933380902
0.273109873	0.662418026	30584705.6	0.903656299
0.472078078	0.662416305	25907303.16	0.937844078
0.635803594	0.662414887	57309169.62	0.900788888
168.6736199	0.662299389	397566.0218	0.907732448
0.939609585	0.66241451	29342426.47	0.91408427
0.772509464	0.662414893	26845913.18	0.926061413
0.328287198	0.662417135	32639016.89	0.929537084
25.59561308	0.662383469	1426476.12	0.935566493
61.84487473	0.662340642	612872.7972	0.980722892
0.453864122	0.662416362	28054179.73	0.954516191
0.900120202	0.662414735	17520950.62	0.962515585
1.42309752	0.662413554	15605303.74	0.941034122
0.817544358	0.662415051	15238326.27	0.952506158
0.034380342	0.662444783	41002236.36	0.960477142
0.17999386	0.662420272	34100575.4	0.94289404
18.25938336	0.662386652	1564928.697	0.936249892
0.530860416	0.662415432	37945288.96	0.915977092
0.033436923	0.662455615	30591726.82	0.946247101
0.516222831	0.662416558	17796597.45	0.916550968
0.19228858	0.662422567	22980747.64	0.961828089
0.056594995	0.662441166	28013236.41	0.973523113
1.481982229	0.662412735	9383953.55	0.932737225
0.321128392	0.662419861	17577948.38	0.972220342
123.7513817	0.662237285	257644.5859	0.98927053
